Date ,Day,Month,Year,Quarter,series ,OPEN ,HIGH ,LOW ,PREV. CLOSE ,ltp ,close ,vwap ,52W H ,52W L ,VOLUME ,No of trades 
09-Feb-24,Friday,February,2024,Q1,EQ,264.40,276.30,258.40,262.80,274.00,273.00,266.94,295.70,204.25,51120889.00,334750.00
08-Feb-24,Thursday,February,2024,Q1,EQ,270.00,270.40,261.95,268.50,263.70,262.80,265.00,295.70,204.25,21948925.00,191228.00
07-Feb-24,Wednesday,February,2024,Q1,EQ,273.45,275.70,267.40,270.95,269.00,268.50,271.00,295.70,204.25,30963705.00,246417.00
06-Feb-24,Tuesday,February,2024,Q1,EQ,285.70,285.70,266.05,289.10,270.20,270.95,276.21,295.70,204.25,86635613.00,622597.00
05-Feb-24,Monday,February,2024,Q1,EQ,256.35,295.70,255.70,253.80,292.40,289.10,281.73,295.70,204.25,211028604.00,1040965.00
02-Feb-24,Friday,February,2024,Q1,EQ,252.50,257.30,250.60,252.40,253.85,253.80,253.61,269.70,204.25,30218956.00,169624.00
01-Feb-24,Thursday,February,2024,Q1,EQ,251.00,254.70,249.20,248.25,252.15,252.40,252.59,269.70,204.25,24323325.00,165195.00
31-Jan-24,Wednesday,January,2024,Q1,EQ,247.65,250.60,246.10,247.70,248.50,248.25,248.21,269.70,204.25,15183900.00,132755.00
30-Jan-24,Tuesday,January,2024,Q1,EQ,253.15,253.95,247.10,251.00,247.50,247.70,250.69,269.70,204.25,15292451.00,120971.00
29-Jan-24,Monday,January,2024,Q1,EQ,242.00,254.40,240.00,239.85,251.20,251.00,248.77,269.70,204.25,41148261.00,263988.00
